"id","price","sqft","bed","bath","ac","cars","pool","built","quality","style","lot","highway","fitted.m3","fitted.m4","lot.discrete","resid.m5","fitted.m5","resid.m5b"
"1",360000,3032,4,4,"yes",2,"no",1972,"medium",1,22221,"no",12.8786661767248,12.7317223370972,"large",-0.021241379060212,12.8151006894925,-30704.7672201122
"2",340000,2058,4,2,"yes",2,"no",1976,"medium",1,22912,"no",12.3827047275742,12.4007353360211,"large",0.344751466177844,12.3919494304145,70168.3785734574
"3",250000,1780,4,3,"yes",2,"no",1980,"medium",1,21345,"no",12.2116267051658,12.2674593245021,"large",0.0735146962011975,12.3557015006432,7857.97363553965
"4",205500,1638,4,2,"yes",2,"no",1963,"medium",1,17342,"no",12.1191831843585,12.1734293037226,"large",0.122685244280261,12.1105160686382,28683.6174390083
"5",275500,2196,4,3,"yes",2,"no",1968,"medium",7,21786,"no",12.4627593125451,12.4516358234172,"large",0.0937637334341385,12.432579174141,3620.05119719936
"6",248000,1966,4,3,"yes",5,"yes",1972,"medium",1,18902,"no",12.3275403269164,12.3373990069003,"large",0.0693621406949757,12.3518218844521,4003.13776065226
"7",229900,2216,3,2,"yes",2,"no",1972,"medium",7,18639,"no",12.4740934121121,12.4405638886188,"large",-0.04447576249948,12.3898754732508,-42369.4435613214
"8",150000,1597,2,1,"yes",1,"no",1955,"medium",1,22112,"no",12.0918553811637,12.1827000936741,"large",-0.114930774957028,12.0333213480354,-13672.6447190074
"9",195000,1622,3,2,"yes",2,"no",1975,"low",1,14321,"no",12.1085526016424,12.0134226378669,"large",0.0298777950402763,12.1508770425056,4803.5250469408
"10",160000,1976,3,3,"no",1,"no",1918,"low",1,32358,"no",12.2048131036238,12.1913918797712,"large",-0.112081464143868,12.0950105583598,-769.416918201048
"11",190000,2812,7,5,"no",2,"yes",1966,"low",7,56639,"no",12.6519181773586,12.5682467698559,"huge",-0.744526643003985,12.8993059941466,-207072.628019205
"12",559000,2791,3,4,"yes",3,"no",1992,"high",1,30595,"no",12.7709315730427,13.1012004298942,"large",0.325273807275236,12.908630944862,143578.693445034
"13",535000,3381,5,4,"yes",3,"no",1988,"high",7,23172,"no",13.0172160096112,13.2166573441371,"large",0.138428046767555,13.0515939791106,65296.637725264
"14",525000,3459,5,4,"yes",2,"no",1978,"high",5,35351,"no",13.0453564660653,13.2837126678619,"huge",0.0869453399204112,13.0842082016533,45926.8811674428
"15",299900,2090,3,3,"yes",2,"no",1987,"medium",1,24025,"no",12.4015558007851,12.4200511573852,"large",0.078713693005285,12.5324906717318,-1558.18674894794
"16",527000,3232,5,5,"yes",2,"no",1984,"medium",6,21445,"no",12.9605918374146,12.7764958952797,"large",0.165450032980058,13.0095057945434,85051.2934142432
"17",169900,1502,2,2,"yes",2,"no",1956,"medium",1,28958,"no",12.027439056685,12.1672358881249,"large",-0.0565896672171558,12.0995549748772,746.965171481421
"18",335250,2747,3,4,"yes",2,"no",1993,"medium",7,22241,"no",12.7501986094928,12.6502897788806,"large",-0.124569713648665,12.8472015147926,-61707.6825075954
"19",323900,2890,4,3,"yes",2,"no",1954,"medium",7,41992,"no",12.8163800204649,12.7706179321315,"huge",-0.0127019277257738,12.7008920328852,-38818.3424588798
"20",200000,1825,3,3,"yes",2,"no",1957,"medium",1,30266,"no",12.2402084720906,12.3312093597699,"large",-0.0745951591666223,12.2806678046968,-17504.4105505271
"21",211000,1578,4,3,"yes",2,"no",1986,"medium",2,18829,"no",12.0790945885782,12.1534771249533,"large",-0.0410721501406297,12.3006855625988,-11666.999428797
"22",212000,1763,3,3,"yes",2,"no",1959,"medium",1,24726,"no",12.2007397541633,12.2774008174464,"large",0.0261845938086432,12.2381569598455,7785.07229159078
"23",245000,2517,4,3,"yes",2,"no",1965,"medium",1,23261,"no",12.6364767372661,12.5800726289225,"large",-0.131317738897449,12.5403312284243,-64848.1315680842
"24",140400,1872,3,2,"yes",2,"no",1985,"medium",3,24017,"no",12.2696938013538,12.3245504130314,"large",-0.537901977930615,12.3901527485045,-126133.852559392
"25",295000,3266,3,3,"yes",2,"no",1908,"medium",6,24881,"no",12.9738444146208,12.8023550146037,"large",0.13908364611492,12.455646989207,2008.66286232717
"26",170900,2020,1,2,"yes",1,"no",1956,"medium",1,21385,"no",12.3600934712491,12.3760295508909,"large",-0.189233183353654,12.2380670524573,-50277.2288385519
"27",229000,2164,4,2,"yes",2,"no",1965,"medium",1,28291,"no",12.4444836217115,12.4706375209855,"large",-0.0523664310388792,12.3938437135753,-41884.647876573
"28",218500,2080,3,2,"yes",2,"yes",1959,"medium",1,14752,"no",12.3956834996229,12.3562052968142,"large",0.0758308357823167,12.2187104577355,888.71931391549
"29",160000,2208,2,2,"yes",2,"no",1985,"medium",7,8058,"no",12.4695679144888,12.3348218783362,"large",-0.351293142349109,12.3342222365651,-98517.0756771001
"30",259000,3048,6,4,"yes",3,"no",1960,"medium",7,29307,"no",12.8854699238193,12.7697451564843,"large",-0.324056577941402,12.7886399186231,-122306.827759368
"31",164500,1460,3,2,"yes",2,"no",1978,"medium",1,9999,"no",11.9984722372803,12.0153023636432,"large",-0.0423059573531318,12.0529718065407,5662.08539158069
"32",280000,2540,3,2,"no",2,"no",1940,"medium",5,42428,"no",12.5194598251044,12.5740512587002,"huge",0.10745139546588,12.4350934866855,-7080.81307602598
"33",154000,2208,2,2,"yes",2,"no",1985,"medium",7,6746,"no",12.4695679144888,12.3130898039261,"large",-0.360582996815846,12.3052908782116,-96228.7727298313
"34",272000,2560,4,2,"yes",3,"no",1977,"medium",5,36100,"no",12.6584197772968,12.6486433535923,"huge",-0.140909848302731,12.6544671935809,-85183.1378234024
"35",180000,2061,4,2,"no",2,"no",1958,"medium",1,20138,"no",12.2556864927729,12.2987419220258,"large",-0.155330823856659,12.256042953729,-47670.3966077196
"36",157500,1980,3,2,"yes",2,"no",1957,"medium",1,32519,"no",12.3360275271894,12.4098950902197,"large",-0.331056393573737,12.2982371308216,-80144.9441673246
"37",242500,3308,5,4,"yes",2,"no",1928,"medium",5,47323,"no",12.9899445170226,12.8901991821476,"huge",-0.355988663738494,12.7547456530982,-129428.974761747
"38",182000,2616,5,3,"no",2,"no",1955,"low",5,11123,"no",12.5577336456265,12.3073795259066,"large",-0.279932887922798,12.3916948539817,-85793.3130980654
"39",178000,1460,4,2,"yes",2,"no",1961,"low",1,27095,"no",11.9984722372803,12.0085483391036,"large",-0.0161765418313434,12.1057153711056,7166.79979990474
"40",171900,1580,2,1,"no",1,"no",1951,"low",4,12417,"no",11.9516478118133,11.8874331129529,"large",0.147228756666786,11.9074394347042,45428.1808727702
"41",165500,1460,3,2,"yes",2,"no",1960,"low",1,22493,"no",11.9984722372803,11.9857854688817,"large",-0.0522416366727272,12.068968110472,5377.43742808744
"42",183500,1540,3,2,"yes",2,"no",1992,"low",3,15801,"no",12.0533892949418,11.9840623633589,"large",-0.126719956198877,12.2466899026756,-35305.961859171
"43",135000,1388,2,1,"no",2,"no",1951,"low",1,26106,"no",11.8193257724049,11.8782868298946,"large",-0.145749451807577,11.9587795092281,-1604.78618743653
"44",175000,1624,3,2,"yes",2,"no",1948,"low",1,39219,"no",12.1098837992912,12.1376127997433,"huge",-0.0690891861722977,12.1416304390779,-7648.1502302035
"45",149500,1580,2,1,"yes",2,"no",1966,"low",1,11166,"no",12.0804407136,11.9619337325476,"large",-0.0717544316585954,11.9868061034715,-2457.2452754021
"46",177500,1820,3,2,"yes",2,"no",1960,"low",1,22104,"no",12.2370496831339,12.1618010383044,"large",-0.109964512330755,12.1966904002284,-27790.8189498598
"47",155000,1733,4,1,"yes",1,"no",1936,"low",4,22398,"no",12.1814078990751,12.1223480982055,"large",-0.0111276623990694,11.9623080583005,11911.9401615598
"48",145000,1896,3,2,"no",2,"no",1925,"low",6,32753,"no",12.155812713803,12.1572429832597,"large",-0.178254649972493,12.0627436713752,-17315.7100349393
"49",178000,2038,2,2,"no",2,"no",1918,"low",7,47884,"no",12.2420416978267,12.2661979651814,"huge",-0.0414267259403485,12.1309655552146,-5961.08151775309
"50",156000,1436,3,2,"no",3,"no",1920,"low",1,43594,"no",11.8529925209055,11.9665708442879,"huge",0.0473680605762266,11.9102432256554,49249.9677653452
"51",159000,1690,3,2,"no",1,"no",1922,"low",5,28518,"no",12.0246397719054,12.0436361123544,"large",0.0304979366188766,11.9461615445835,35541.2121830446
"52",160000,1496,2,2,"no",1,"no",1900,"low",5,43335,"no",11.8945263577982,11.9972777669625,"huge",0.180768160917896,11.8021609332981,86448.3095017685
"53",112000,1668,2,1,"no",1,"no",1948,"low",1,19612,"no",12.0102055809899,11.987109577757,"large",-0.368179538677742,11.994433688955,-40941.2939715964
"54",84000,980,1,1,"no",1,"no",1951,"low",1,17686,"no",11.5173788198629,11.5976861729673,"large",-0.408845419938868,11.7474174977643,17668.4701186104
"55",155000,2562,3,2,"no",2,"no",1885,"low",7,40800,"no",12.5306398487075,12.4481490754011,"huge",-0.131122631111613,12.082303027013,-21459.8249600185
"56",360000,2304,5,4,"yes",3,"no",1978,"medium",1,70240,"no",12.5231573720653,12.6372282088397,"huge",0.0167644972172809,12.777094813215,-3569.15768843235
"57",104000,1268,2,1,"no",1,"no",1947,"low",1,21067,"no",11.7334490384289,11.7864240075199,"large",-0.302425276332404,11.8545714544559,841.18536010398
"58",420000,2283,3,3,"yes",3,"no",1997,"high",1,18524,"yes",12.5115682612458,12.8645794038836,"large",0.323418513610276,12.6245914766493,85725.5520051098
"59",355000,2060,2,3,"yes",2,"no",1997,"medium",1,38623,"yes",12.3838880085271,12.4654410528403,"huge",0.116538506680912,12.6633345617766,14940.0664730964
"60",165000,2087,2,2,"yes",2,"no",1966,"medium",1,24764,"yes",12.3997958915434,12.422496134787,"large",-0.336984048249157,12.3506848011319,-91868.8598164074
"61",244000,2081,4,2,"yes",2,"no",1980,"medium",3,24993,"yes",12.3962714930707,12.4210976540552,"large",-0.0352945804313235,12.4402180847067,-40940.6428191671
"62",179900,1696,3,3,"yes",2,"no",1978,"medium",2,22294,"yes",12.1573550223584,12.2325859321732,"large",-0.219274898409772,12.3194313183484,-49483.268775638
"63",253000,2222,4,2,"no",2,"no",1955,"medium",1,71527,"yes",12.3486875091149,12.5199182083513,"huge",-0.0602958703096936,12.5014406380193,-48259.0069883373
"64",200000,2110,5,3,"yes",2,"no",1957,"medium",1,15332,"yes",12.4132495143378,12.3734864054145,"large",-0.0672424071015709,12.2733150526317,-22189.029799086
"65",200000,1774,4,2,"no",2,"no",1963,"low",1,15528,"yes",12.078996947849,12.0095768357524,"large",0.0642197506347271,12.1418528948954,10965.5517952472
"66",147700,1592,3,2,"yes",2,"no",1957,"low",1,11221,"yes",12.0885032148751,11.9685811455089,"large",-0.0813606394667317,11.9842991079862,9237.89120336529
"67",188700,1748,3,2,"yes",2,"no",1972,"low",1,23939,"yes",12.1910929099085,12.1376556759501,"large",-0.112970777395954,12.2608845087526,-35464.2855066951
"68",177000,1985,3,1,"no",2,"no",1948,"low",1,69975,"yes",12.2102577109686,12.2896497228385,"huge",-0.232571734652141,12.3164767462081,-75754.2680153362
"69",585000,2558,2,4,"yes",3,"yes",1984,"high",3,24601,"no",12.6574061255826,12.9995025107235,"large",0.542285617874871,12.7370815083391,225742.213981115
"70",549900,4000,6,5,"yes",3,"yes",1979,"high",10,23595,"no",13.2121331509408,13.3131418097248,"large",-0.0538829906584353,13.2713747131543,15546.6810071284
"71",675000,3942,4,3,"yes",2,"no",1990,"high",7,18920,"no",13.1966292073474,13.2800239320957,"large",0.237863539273633,13.184604430581,142043.632528613
"72",830000,3889,4,4,"yes",3,"no",1991,"high",7,28378,"no",13.1819628462103,13.3235183126233,"large",0.341024375629114,13.2881566041437,279871.378027261
"73",920000,3857,4,5,"yes",3,"no",1997,"high",1,32793,"no",13.1728769890046,13.3373030396527,"large",0.343042007016877,13.3890869420083,352033.727379854
"74",855000,4756,4,4,"yes",3,"no",1990,"high",7,22215,"no",13.3620254767307,13.3340786917978,"large",0.102566076523313,13.5562906713956,207580.031296792
"75",585500,3302,4,3,"yes",3,"no",1982,"high",7,26463,"no",12.9876628223516,13.2162596471971,"large",0.324654384500047,12.9555670775199,134874.478284821
"76",399000,2629,3,3,"yes",2,"no",1989,"high",9,24778,"no",12.6929752546196,13.0242042716958,"large",0.150833832303273,12.7458828635687,23199.0040455755
"77",790000,4418,5,5,"yes",3,"no",1997,"high",7,22024,"no",13.3069930733941,13.3321687101323,"large",0.0520477358459462,13.5277404885973,168944.390880764
"78",665000,4746,4,4,"yes",3,"no",1996,"high",7,23368,"no",13.3606754910684,13.3405150386556,"large",-0.192020838503922,13.5995631581419,4322.20763163752
"79",725000,3242,3,3,"yes",3,"no",1989,"high",1,27173,"no",12.9645100097486,13.2061645316874,"large",0.510704608152743,12.9832223256841,266598.896408532
"80",647000,2464,3,3,"yes",3,"no",1992,"high",1,31703,"no",12.6089991278871,12.997678477258,"large",0.634607039462224,12.7454945340208,274692.245963931
"81",780000,4419,4,5,"yes",7,"no",1987,"high",1,56127,"no",13.3071844736821,13.4465956850556,"huge",-0.0489105475168721,13.6159597461826,135479.587064058
"82",657500,3877,3,3,"yes",3,"no",1992,"high",7,24639,"no",13.1785760052668,13.3047996900365,"large",0.179285955438287,13.2169140875958,116469.900109946
"83",578000,3808,5,4,"yes",3,"no",1982,"high",7,23324,"no",13.1586276409344,13.2893362068572,"large",0.0984710955573082,13.1688580520972,65627.3096393398
"84",500000,3376,5,4,"yes",2,"no",1947,"high",7,18452,"no",13.0153769361305,13.1877820048477,"large",0.373851897549797,12.7485114798545,124755.459662671
"85",484530,2940,3,3,"yes",3,"yes",1979,"high",7,20639,"no",12.8387019128756,13.0962906221866,"large",0.326451480927344,12.7644831469733,97822.0043805216
"86",609000,2654,5,3,"yes",3,"no",1997,"high",1,12821,"no",12.7052960407436,12.9518223546818,"large",0.620336348785605,12.6992371979064,244500.647327404
"87",635000,2672,4,3,"yes",3,"no",1995,"high",1,28049,"no",12.7141013602375,13.0533871127505,"large",0.541054527390458,12.8203257504844,235748.536473565
"88",519000,3386,4,4,"yes",3,"no",1994,"high",7,24008,"no",13.019050842361,13.2220093765263,"large",0.0618201547505919,13.0978390073974,34829.811925265
"89",625100,3648,4,4,"yes",3,"no",1992,"high",7,26604,"no",13.1092629565713,13.2820611288491,"large",0.148979817845509,13.1966870980744,106735.095071753
"90",585444,3455,4,5,"yes",3,"no",1995,"high",7,22468,"no",13.0439384708616,13.227523351193,"large",0.111277589264976,13.1688482234326,90517.4722365684
"91",399900,3321,3,4,"yes",3,"yes",1971,"high",7,15012,"no",12.994867239599,13.1510328670753,"large",0.0493467163760273,12.8496230784589,-7397.93624833204
"92",389900,2817,4,3,"yes",3,"no",1996,"high",7,31214,"no",12.7830285070787,13.1114601756144,"large",-0.0231165247885251,12.8967620997592,-34887.3907500945
"93",649000,3210,3,5,"yes",3,"no",1995,"high",1,30033,"no",12.9519121487878,13.2110452819918,"large",0.255950605738366,13.1272373899479,171832.130200984
"94",535000,3588,4,5,"yes",3,"no",1987,"high",7,22530,"no",13.0896316469607,13.251870979395,"large",0.0240386932804111,13.1659833325977,39190.8327702896
"95",640000,2705,3,3,"yes",3,"no",1994,"high",1,22196,"no",12.7301017029722,13.0353171626166,"large",0.581473988685712,12.7877494666501,249477.93399392
"96",600000,2344,4,3,"yes",2,"no",1925,"high",1,86004,"no",12.5450249211932,13.0756506798953,"huge",0.871967054556706,12.4327178796416,332432.289574494
"97",582500,4264,5,4,"yes",4,"no",1995,"high",7,24983,"no",13.2754929040727,13.3408662906042,"large",-0.154105900246467,13.4291903646685,-17700.6826269203
"98",545000,2615,3,3,"yes",3,"no",1996,"high",1,21722,"no",12.6860293056081,13.0034764921728,"large",0.444059129908111,12.7644819437373,162921.749087546
"99",480000,3608,6,4,"yes",3,"no",1981,"high",7,25219,"no",13.0962432685263,13.2690136966817,"large",-0.0210551591316462,13.1025965420157,-8441.11467484874
"100",595000,2479,4,4,"yes",3,"no",1989,"high",1,29805,"no",12.6168241541198,12.9954683464249,"large",0.524429477609303,12.7718872069185,226737.340244776
"101",610000,3251,3,4,"yes",3,"yes",1985,"high",1,25570,"no",12.9680218615493,13.2007673282535,"large",0.320067326838796,13.0011469093107,158396.134393535
"102",570000,2547,2,3,"yes",3,"no",1996,"high",1,21789,"no",12.6518189126635,12.9808926979455,"large",0.513070114517276,12.7403215252935,196463.585506896
"103",479000,5032,7,3,"yes",3,"no",1989,"high",7,22000,"no",13.3925901542223,13.3194313323245,"large",-0.518572047662885,13.5980279240559,-198184.164072366
"104",545000,4973,6,6,"yes",3,"yes",1987,"high",7,56139,"no",13.3871422822712,13.4379334608939,"huge",-0.658708116848837,13.8672491904942,-173297.20085767
"105",335000,2582,4,3,"yes",2,"no",1966,"high",2,23256,"no",12.6695251640349,13.0007749040641,"large",0.151572191116359,12.5703136196908,14830.4062225278
"106",629000,3139,6,4,"yes",2,"yes",1977,"high",1,21810,"no",12.9233403954704,13.1549890358074,"large",0.468800931467524,12.8830856042151,215353.070647803
"107",505500,3516,4,4,"yes",3,"no",1979,"high",7,19867,"no",13.0652679972863,13.2238575717097,"large",0.115792887994418,13.0175104294482,43993.1365075843
"108",528750,2129,0,0,"yes",3,"no",1992,"high",1,37414,"no",12.42429569458,12.8888971357165,"huge",0.678308599107457,12.4999624102352,200523.54832683
"109",370000,2936,4,4,"yes",3,"no",1987,"high",7,16437,"no",12.8369317673727,13.0673405396807,"large",-0.00659682741179818,12.8278551120322,-24819.4971128828
"110",529000,3351,5,4,"yes",3,"no",1994,"high",7,24216,"no",13.0061179577625,13.2158510613718,"large",0.0921939137168127,13.0865497971236,48897.9516977519
"111",490000,3136,4,4,"yes",3,"no",1989,"high",7,27158,"no",12.9221143094424,13.1810726076738,"large",0.107137908445964,12.9950227616408,42157.9488186272
"112",535000,3525,4,5,"yes",3,"no",1996,"high",7,27501,"no",13.0683615433848,13.2652465407805,"large",-0.0435629111398799,13.233584937018,19676.3936338762
"113",612000,3917,6,5,"yes",3,"no",1995,"high",7,37972,"no",13.1897704827049,13.3624024748874,"huge",-0.0973439043604967,13.421831465855,33589.7726571393
"114",442500,2702,4,3,"yes",3,"no",1991,"high",1,39643,"no",12.7286547596757,13.1052915589321,"huge",0.13844325883195,12.8617524845982,31398.5794317817
"115",500000,3644,3,4,"yes",3,"no",1984,"high",7,21895,"no",13.107973201072,13.2576005544869,"large",0.0103891647121825,13.1119742126921,7464.87174483842
"116",539000,3072,4,4,"yes",3,"no",1992,"high",1,25158,"no",12.8955941224263,13.1557003888675,"large",0.218781464709929,12.9786893851812,96812.5019085627
"117",545500,3233,4,4,"yes",3,"no",1991,"high",7,22961,"no",12.9609844179795,13.1835165707214,"large",0.193698028497694,13.0157600557576,89039.3113983987
"118",424000,2918,4,4,"yes",3,"no",1988,"high",7,22003,"no",12.8289325260203,13.0979671161796,"large",0.0822397102134819,12.8752490240006,15848.7034155151
"119",325000,3266,4,3,"yes",3,"no",1985,"high",7,16640,"no",12.9738444146208,13.15159917227,"large",-0.194734105507955,12.8863145668198,-105477.798988173
"120",367000,2940,4,7,"yes",2,"no",1988,"high",7,22003,"no",12.8387019128756,13.1041164537379,"large",-0.221111767742219,13.0342288947789,-52978.7293233635
"121",470000,3430,3,4,"yes",2,"yes",1966,"high",7,25018,"no",13.0350145102397,13.2358262589557,"large",0.120404422530651,12.9400835511556,35105.6323557851
"122",393000,2472,4,4,"yes",3,"no",1987,"high",1,21784,"no",12.6131772248299,12.9546447987122,"large",0.176140200887472,12.7054246899639,44310.8730462078
"123",530000,2878,4,4,"yes",3,"no",1992,"high",1,68351,"no",12.8109596642095,13.2251873685723,"huge",0.10959033149338,13.0710419540349,65977.8647459165
"124",400000,2537,3,3,"yes",2,"no",1993,"high",1,11053,"no",12.6467218171215,12.8944553298546,"large",0.292345969351243,12.6068738567389,65481.84120032
"125",403500,3858,4,4,"yes",3,"no",1987,"high",7,22224,"no",13.1731635512954,13.2898531471494,"large",-0.303413417224446,13.2113451839166,-123151.996325063
"126",550000,2742,3,3,"yes",3,"no",1991,"high",1,22306,"no",12.7478218113259,13.0475340175648,"large",0.435031273472832,12.7826422837358,160609.069899837
"127",380000,3460,5,4,"yes",2,"no",1972,"high",1,18571,"no",13.0457105407931,13.2051851688025,"large",-0.0931867736062443,12.9411133053088,-57003.5535611582
"128",500000,3836,5,4,"yes",3,"no",1982,"high",5,48465,"no",13.1668199965421,13.3824201366404,"huge",-0.175711687607545,13.2980750650119,-50058.1826041143
"129",465000,4453,7,5,"yes",2,"no",1974,"high",7,15595,"no",13.3135911540788,13.2909321351566,"large",-0.286243634030348,13.3360363185998,-97755.7623502414
"130",451500,4080,5,4,"yes",3,"no",1983,"high",7,22134,"no",13.2325815473281,13.3128380873668,"large",-0.245092854757871,13.265423506597,-95201.4228039206
